Title	Description	Link	pubDate
דובר צה-ל: מוקדם יותר היום (ג׳), נהרג במרכז רצועת עזה עובד חברה ק...	דובר צה-ל:מוקדם יותר היום (ג׳) Please contact us. Home page החוקרת.צה״ל משתתף בצער המשפחה.	https://t.me/idf_telegram/15161	2025-01-28T10:48:54-08:00
🖼 Please contact us: Please contact us כוחות הקומנדו בג'נין h...	Please contact us, please contact us. הקומנדו בג'ניןhttps://www.idf.il/266710	https://t.me/idf_telegram/15160	2025-01-28T08:00:04-08:00
דובר צה״ל: צה-ל הודיע ​​על כוונתו להחרים ולהרוס את דירתו של המחבל...	Please contact us Please contact us 16 לוחמים נוספיםאתמול (ב׳) נמסרה הודעת מפקד פיקוד המרכז על Please contact us. Please contact us. המחבל, ביצע יחד עם מחבל נוסף, 27 November 2024 November נפל סרן אלון סקאג'יו ז-ל ונפצעו 16 לוחמים נוספים.	https://t.me/idf_telegram/15159	2025-01-28T06:07:40-08:00
🖼 Please contact us: Please contact us About us https://www...	About us בדרום לבנון https://www.idf.il/266628	https://t.me/idf_telegram/15158	2025-01-28T05:00:02-08:00
🖼 Please contact us, please contact us: מענה לכוחות הלוחמי...	Please contact us, please contact us. Home page https://www.idf.il/266570	https://t.me/idf_telegram/15157	2025-01-28T02:30:11-08:00
↩️ ↩️ תל-מ (תמיכה, ליווי ו...	צה״ל - הערוץ הרשמי: הודעה משותפת לדובר צה״ל ודוברות משרד הביטחון: About us Please contact us, please contact us במילואים סיימו אתמול (ב') את קורס ההכנה הראשון של מערך תל״מ (תמיכה, ליווי ומיצוי… כעת, מוסיפים אגף השיקום ואגף כוח האדם בצה-ל מערך Please contact us משלימה ואישית יותר. Please contact us, please contact us Yes, please, please contact us. Please contact us About us Please contact us, please contact us Please contact us. Please contact us, please contact us. למדינה, תת-אלוף עדנה אליה: -שילוב כוחות הידע והנסיון של כלל השותפים Please contact us, Please contact us. Please contact us, please contact us. Please contact us, please contact us. Please contact us, please contact us. Please contact us. פלדמן: -מפרוץ המלחמה מתמקד אגף השיקום במתן מענה מיידי לצרכים המשתנים של הפצועים והפצועות. Please contact us, please contact us. Please contact us. Home page Home page Home page טאוב: -תכנית תל-מ מביאה לידי ביטוי את המחויבות הבלתי מתפשרת שלנו Please contact us -.	https://t.me/idf_telegram/15156	2025-01-27T22:33:36-08:00
🖼 Please contact us: Please contact us השיקום במשרד הביטחון ו...	Please contact us: Please contact us Please contact us: Please contact us Home page Please contact us Please contact us, Home page Price-15,000 Price-15,000 Price המלחמה. בשנה זו מוביל האגף את תפיסת ה - שיקום לפני בירוקרטיה - Please contact us. Please contact us, please contact us. It's a good idea. Please contact us Please contact us, please contact us.	https://t.me/idf_telegram/15150	2025-01-27T22:33:31-08:00
דובר צה״ל: בדיקת צופרים של פיקוד העורף תתקיים היום בתלמים ובוקעתא...	Please contact us: Please contact us ובוקעתא בדיקת צופרים של פיקוד העורף תתקיים היום (ג') בשעה 10:05 בתלמים ובשעה 11:05 בבוקעתא.אם תופעל התרעת אמת, תשמע אזעקה נוספת, Home page 104, 052-9104104, 052-9104104, 052-9104104, www.oref.org.il וברשתות החברתיות.	https://t.me/idf_telegram/15149	2025-01-27T22:03:32-08:00
דובר צה-ל: במהלך היממה האחרונה כוחות צה״ל פעלו באופן ממוקד נגד חש...	Please contact us. Please contact us. Please contact us. הלוחמים הגיבו בירי להרחקה, Yes, yes, no matter what. Please contact us, please contact us. All rights reserved. Please contact us. All rights reserved. Please contact us, please contact us. All rights reserved. Please contact us.	https://t.me/idf_telegram/15148	2025-01-27T13:25:22-08:00
🖼 הצצה לאמל-ח שאיתרו עד כה הכוחות: מטען במכונת כביסה וחמ-ל תצפיו...	Please contact us עם בלוני גז. מבט מתוך ג'ניןhttps://www.idf.il/266310	https://t.me/idf_telegram/15147	2025-01-27T09:00:05-08:00
🎬 הודעה משותפת לדובר צה-ל ודוברות שב-כ: צה״ל ושב״כ חיסלו באמצעות...	Please contact us All rights reserved. Please: כחלק מהמבצע באוגדת יהודה ושומרון, כוחות הביטחון החלו Please contact us. Please contact us Please contact us, please contact us. Please contact us. Please contact us, please contact us. November 16, 2024, January 2024 אזרחים ישראלים. Home page Please contact us, please contact us. Please contact us. Please contact us. Video is too big	https://t.me/idf_telegram/15146	2025-01-27T07:12:54-08:00
Please contact us: Please contact us ושב״כ, כלי טיס של חיל ...	Please contact us. Please contact us, please contact us. שבחטיבת אפרים, פרטים נוספים בהמשך.	https://t.me/idf_telegram/15145	2025-01-27T03:04:30-08:00
דובר צה״ל: בדיקת צופרים של פיקוד העורף תתקיים היום בתל קציר ואפרת...	Please contact us: Please contact us ואפרת בדיקת צופרים של פיקוד העורף תתקיים היום (ב') בשעה 13:05 בתל קציר ובשעה 17:05 באפרת.אם תופעל התרעת אמת, תשמע אזעקה נוספת, Home page 104, 052-9104104, 052-9104104, 052-9104104, www.oref.org.il וברשתות החברתיות.	https://t.me/idf_telegram/15144	2025-01-26T22:02:55-08:00
Please contact us להסרת איומים. מוקד...	Please contact us Please contact us. Please contact us. Please contact us. Please contact us. Home page חיזבאללה לחזור למרחב דרום לבנון.	https://t.me/idf_telegram/15143	2025-01-26T10:51:55-08:00
Please contact us: Please contact us לכוחות ברצועת עזה. ...	Please contact us: Please contact us Please contact us. Please contact us, please contact us Please contact us הכוחות. About us Please contact us, please contact us Please contact us. Please contact us.	https://t.me/idf_telegram/15142	2025-01-26T10:26:32-08:00
🎬 -יש לו נשק, אנחנו יוצאים לביצוע-: קולות הקשר מחיסול חוליית Abo...	-יש לו נשק, אנחנו יוצאים לביצוע-: קולות הקשר מחיסול חוליית המחבלים בקאבטיהhttps://www.idf.il/266154 Video is too big	https://t.me/idf_telegram/15141	2025-01-26T09:00:33-08:00
🖼 Please contact us, please contact us. פעילות כוחות כפיר במבצע....	Please contact us, please contact us. Home page https://www.idf.il/266130	https://t.me/idf_telegram/15140	2025-01-26T07:00:21-08:00
Please contact us בה היו חמושים בבלא...	Please contact us בה היו חמושים בבלאטה שבחטיבת שומרון.	https://t.me/idf_telegram/15139	2025-01-26T03:22:04-08:00
דובר צה-ל: מוקדם יותר היום, כוחות צה״ל אשר פועלים במרחב דרום לבנו...	Please contact us Please contact us. Home page Please contact us. Please contact us, please contact us. Please contact us. על מדינת ישראל וכוחות צה״ל.	https://t.me/idf_telegram/15138	2025-01-26T03:04:04-08:00
דובר צה-ל: במהלך פעילות של כוחות צה״ל במרחב מות׳לת שוהידא כחלק מה...	Please contact us: Please contact us for more details Home page בבדיקה.	https://t.me/idf_telegram/15137	2025-01-25T12:47:54-08:00
דובר צה-ל: במהלך היממה האחרונה כוחות צה״ל פעלו נגד איומים שנשקפו ...	Please contact us Please contact us. Please contact us, please contact us. Please contact us. Please contact us, please contact us. Please contact us. במלואם לשם השבת החטופים. Please contact us, please contact us. All rights reserved. Please contact us.	https://t.me/idf_telegram/15136	2025-01-25T10:25:48-08:00
🎬🖼 דובר צה״ל: מצורפים חומרים מהערכות המצב של מפקדי צה״ל לאורך ה...	Please contact us: Please contact us האחרונה Video is too big Video is too big Video is too big	https://t.me/idf_telegram/15126	2025-01-25T08:36:10-08:00
🎬🖼 דובר צה-ל: בצל הגברת המוכנות בפיקוד המרכז: כוחות הביטחון השל...	Please contact us: Please contact us About us Please contact us, please contact us Home page Please contact us. Home page Please contact us. Please contact us, please contact us. Please contact us, Please contact us. Please contact us, please contact us Please contact us. Please contact us, please contact us. Home page ובגבול המזרחי. Video is too big	https://t.me/idf_telegram/15117	2025-01-25T08:05:46-08:00
דובר צה-ל: לוחם מיחידת אגוז, עוצבת הקומנדו, נפצע באורח קשה מוקדם ...	Please contact us: Please contact us יותר היום (ש'), בפעילות מבצעית בג׳נין שבחטיבת מנשה. Please contact us, please contact us. Please contact us. ומשפחותיהם עודכנו.	https://t.me/idf_telegram/15116	2025-01-25T06:32:24-08:00
🎬 דובר צה״ל: הרמטכ״ל בחמ-ל השבויים והנעדרים בזמן השבת החטופות לי...	דובר צה״ל: הרמטכ״ל בחמ-ל השבויים והנעדרים בזמן השבת החטופות לישראל: ״היום החזרנו את החיילות דניאלה, קרינה, נעמה ולירי למשפחות שלהן. Please contact us. Video is too big	https://t.me/idf_telegram/15115	2025-01-25T04:31:44-08:00
דובר צה-ל: ארבע החיילות השבות, דניאלה גלבוע, לירי אלבג, נעמה לוי ...	דובר צה-ל:ארבע החיילות השבות, דניאלה גלבוע, לירי אלבג, נעמה לוי Please contact us, please contact us. Please contact us, please contact us. רפואי.	https://t.me/idf_telegram/15114	2025-01-25T04:14:48-08:00
דובר צה״ל: הרמטכ-ל, רב-אלוף הרצי הלוי, סיים כעת הערכת מצב מטכלית ...	Please contact us: Please contact us רב-זירתית, עם מפקדי הפיקודים. Please contact us הכוחות במרחב עד להחלטה אחרת. כמו כן, צה-ל מזהיר את הציבור העזתי שלא להתקרב למרחב עד לפתיחתו. Please contact us. Please contact us. -, Please contact us.	https://t.me/idf_telegram/15113	2025-01-25T02:55:43-08:00
🎬 דובר צה-ל: תיעוד מרגעי חציית ארבע השבות לשטח מדינת ישראל	Video is too big	https://t.me/idf_telegram/15112	2025-01-25T02:29:36-08:00
דובר צה-ל: ארבע החיילות השבות, דניאלה גלבוע, לירי אלבג, נעמה לוי ...	דובר צה-ל:ארבע החיילות השבות, דניאלה גלבוע, לירי אלבג, נעמה לוי Please contact us, please contact us. Please contact us Please contact us. Please contact us. עדכונים שוטפים.	https://t.me/idf_telegram/15111	2025-01-25T02:24:07-08:00
🖼 World News >>> https://bit.ly/3WC024f	צפו בעדכון דובר צה-ל בשידור חי &gt;&gt;&gt;https://bit.ly/3WC024f	https://t.me/idf_telegram/15110	2025-01-25T01:55:57-08:00
About us גלבוע, לירי אלבג, נ...	Please contact us Please contact us, please contact us. Please contact us Please contact us. Please contact us, please contact us.	https://t.me/idf_telegram/15109	2025-01-25T01:51:29-08:00
Please contact us צה״ל ושב-כ ברצועת ע...	Please contact us. Please contact us Please contact us, please contact us. All rights reserved. Home page ומשפחותיהן.	https://t.me/idf_telegram/15108	2025-01-25T01:35:55-08:00
Please contact us. ארבע חטופות ישראליות ...	Please contact us. Please contact us, please contact us ושב-כ בשטח הרצועה.	https://t.me/idf_telegram/15107	2025-01-25T01:15:36-08:00
🎬🖼 דובר צה-ל: -תבינו איזו זכות גדולה יש לכם, בעיקר איזו אחריות ...	Please contact us Please contact us - - Please contact us Home page	https://t.me/idf_telegram/15103	2025-01-25T00:17:11-08:00
🎬 דובר צה״ל: צה״ל השלים את ההיערכות לקליטת החטופים השבים ארצה מר...	Please contact us: Please contact us Home page Please contact us, please contact us Please contact us. Please contact us. Please contact us. Video is too big Video is too big	https://t.me/idf_telegram/15101	2025-01-24T22:36:36-08:00
דובר צה״ל: במהלך היממה האחרונה כוחות צה״ל פעלו נגד איומים שנשקפו ...	Please contact us: Please contact us Home page עזה, מספר חשודים שהיוו איום על הכוחות. Please contact us. Please contact us, please contact us. Please contact us, please contact us. Please contact us. לשם השבת החטופים. Please contact us, please contact us. All rights reserved. Please contact us.	https://t.me/idf_telegram/15100	2025-01-24T11:22:56-08:00
🎬 Please contact us במבצע לסיכול טרור בצ...	About us Please contact us: Please contact us Home page Please contact us, please contact us, About us Please contact us Home page בפעילות בקבאטיה.	https://t.me/idf_telegram/15099	2025-01-24T09:32:47-08:00
Please contact us: Please contact us איומים, ומשמידים מחס...	Please contact us: Please contact us Please contact us, please contact us הטרור חיזבאללה בדרום לבנון. Please contact us, please contact us. Please contact us, please contact us. Please contact us. וכוחות צה-ל.	https://t.me/idf_telegram/15098	2025-01-24T08:08:51-08:00
דובר צה-ל: צה-ל הודיע ​​על כוונתו להחרים ולהרוס את דירתו של המחבל...	Please contact us אחמד הימוני שביצע פיגוע טרור חמור בתחנת הרכבת הקלה ביפואתמול (ה') Please contact us. Please contact us. Please contact us. המחבל ביצע ביום 1 November 2024 April 2024, בו נרצחו 7 ישראלים וזרים ונפצעו 15 נוספים.	https://t.me/idf_telegram/15097	2025-01-24T06:21:20-08:00
🎬🖼	Video is too big Video is too big Video is too big	https://t.me/idf_telegram/15088	2025-01-24T05:45:42-08:00
🎬🖼 הודעה משותפת לדובר צה״ל, דוברות שב-כ ודוברות המשטרה: איתור א...	Please contact us, please contact us לחימה בקירות בתים, השמדת מטענים ומעצר מחבלים: תיעוד מבצעי מ-72 Home page Please contact us. Home page נוספים. Please contact us, please contact us. Please contact us. Home page Please contact us. Home page World Warehouse מדינת ישראל.	https://t.me/idf_telegram/15078	2025-01-24T05:45:01-08:00
🖼 תיעודים מפעילות כוחות 769 בדרום לבנון: לוחמי צנחנים ויהל-ם אית...	769 בדרום לבנון:לוחמי צנחנים ויהל-ם איתרו והשמידו תוואים תת-קרקעיים; אותר אמל-ח רב https://www.idf.il/265804	https://t.me/idf_telegram/15077	2025-01-24T01:30:18-08:00
🖼 דובר צה-ל: מפקד יחידת -אגוז-, סגן-אלוף ע׳: -יחידת אגוז נלחמה ל...	דובר צה-ל: מפקד יחידת -אגוז-, סגן-אלוף ע׳: -יחידת אגוז נלחמה לאורך Please contact us, please contact us לסיכול טרור בג׳נין. Please contact us. ביטחון תושבי מדינת ישראל-.	https://t.me/idf_telegram/15072	2025-01-23T22:02:50-08:00
דובר צה״ל: היום (ו׳) בשעות הבוקר, יתקיים תרגיל צבאי בבסיס המטה הכ...	Please contact us: Please contact us הכללי (הקריה). Home page במרחב. Please contact us. אין חשש לאירוע בטחוני.	https://t.me/idf_telegram/15071	2025-01-23T20:19:01-08:00
