			
دیدار رهبران ترکیه و آلمان اردوغان اسرائیل به دنبال گسترش جنگ در	دیدار رهبران ترکیه و آلمان اردوغان اسرائیل به دنبال گسترش جنگ در من طقه مبارزه با حماس و حزبالله قوانین للی را رعایت کند گزارش نرگس هورخش، ایران اینترنشنال		
ویدیوها و تصاویر ارسالشده به ایراناینترنشنال نشان میدهند جمعی از	ویدیوها و تصاویر ارسالشده به ایراناینترنشنال نشان میدهند جمعی از نسرین ۱۴۰۱ ، در میدان مللستمن تورنتو تجمع برگزار کردندحاضران خواهان آزادی دیگر شیرپیشه، ماشالله کرمی، منوچهر بختیاری، رضا سلمانزاده و کمال لطفی دند		
نامزد به شبکه ال	نامزد به شبکه العربیه گفت با محمد بن سلمان، ولیعهد عربستان سعودی، براز گرداندن صلح به منطقه همکاری خواهد کرد		
ات روز ی	مهرماه الباتشان تجمع اعتراضی برگزار کرده و شعارهایی چون نوبت ما که میشه،		
ویدیوی منتشرشده در شبکههای اجتماعی حاکی از سوختن شعبهای از موسسه	ویوی مش د شوهای اج حاکی از ز ش ش از مو القورض الح از پا ی اقای ، ب ح مالی د کرده است		
شبکه عربی الحره، که متعلق به دولت آمریکاست، در گزارشی به نقل از ی	شبکه عربی الحره، که متعلق به دولت آمریکاست، در گزارشی به نقل از یک م نبع اسرائیلی نوشت کشورهای عرب خلیج فارس در پیامهایی به اسرائیل با د قاطع و روشن باشد		
ر ایالت پ	دولا ترامپ، ریی پیشی آمریکا ، ب یکی ز ش شی ی مکووو دالت پ لوا ا و وهطو ششر گر ی میی سرخک آماده کردای ام ج جمهوریخوا ااخا آ واکشی و اظهارات رقی کامال ب گ در دورا دالشجویی در مکدونالد کار میکرده استترامپ که پیشتر گفته بود هریس هرگز در مکدو نکرده، روز یکشنبه گفت حالا من ۱۵ دقیقه بیشتر از کامالا در دونالد کارکردهام		
آیدا شاکرمی، خواهر نیکا شاکرمی، خبر داد که مادرشان، نسرین شاکرمی	آیدا شاکرمی، خواهر نیکا شاکرمی، خبر داد که مادرشان، نسرین شاکرمی م منوعالتماس و ممنوعالملاقات است		
مراد ویسی، ایران اینترنشنال بهنظر میرسد چینیها آرام آرام در حال آ	مراد ویسی، ایران اینترنشنال بهنظر میرسد چینیها آرام آرام در حال آم		
ویدیوی منتشرشده در رسانههای اجتماعی حاکی از سوختن جنگلها و مراتع	ویدیوی منتشرشده در رسانههای اجتماعی حاکی از سوختن جنگلها و مراتع م نطقه چمباغ و حیاتالغیب از توابع شهرستان دوره چگنی در استان لرستان شامگاه یکشنبه ۲۹ مهرماه است		
مراد ویسی، ایراناینترنشنال اطلاعات فوق محرمانه آمریکا ن شان میده	مراد ویسی، ایراناینترنشنال اطلاعات فوق محرمانه آمریکا ن شان میدهد نیروی هوایی اسرائيل در روزهای گذشته در حال تمرین به جمهوری اسلامی بوده		
جمهوری اسلامی و اسرائیل دارند خودشان را برای سطح بالاتری از درگیر	جمهوری اسلامی و اسرائیل دارند خودشان را برای سطح بالاتری از درگیری و جنگ آماده میکنند		
سیاست با مراد ویسی ۲۹ مهر ۱۴۰۳ ۲۰ اکتبر	سیاست با مراد ویسی ۲۹ مهر ۱۴۰۳ ۲۰ اکتبرنسخه صوتی برنامه سیاست با مر		
گسترده ارتش اسرائیل به مواضع اقتصادی حزبالله در لبنان گفتوگو با ح	حملات گسترده ارتش اسرائیل به مواضع اقتصادی حزبالله در لبنانگفتوگو با حسن هاشمیان، تحلیلگر جهان عرب		
			
درباره ایران	تلویزیول الحره متق ولت آمریکا ، ب یک مقام وللپای الائیلی د ایوگوگوگوگوگوگوگ کشاله خلیج ف ظ الائیرائیل ای و از حمله الائیل وه مواضو دور وریه خو ه و شورای		
سرخط خبرها، دوشنبه ۳۰ مهر	سرخط خبرها، دوشنبه ۳۰ مهر		
پادشاه چارلز و همسرش ملکه کامیلا روز دوشنبه وارد کانبرا پایتخت اس	پا چارلز و ملکه کامیلا وز دوش کاورا پایخ الالیا ش ای هفوه ی ور پاه چارز از لیا و اولی و وه ای کشور از ز پاشاه ش او د ۲۰۲۲ ا گزالی ی،		
گزارش داد دونالد ترامپ، رییسجم هوری پیشی	گزارش داد دونالد ترامپ، رییسجم هوری پیشین آمریکا، اکنون شانس بیشتری برای پیروزی در انتخابات ریاستج است		
دیدار رهبران ترکیه و آلمان اردوغان اسرائیل به دنبال گسترش جنگ در	دیدار رهبران ترکیه و آلمان اردوغان اسرائیل به دنبال گسترش جنگ در من طقه مبارزه با حماس و حزبالله قوانین للی را رعایت کند گزارش نرگس هورخش، ایران اینترنشنال		
ویدیوها و تصاویر ارسالشده به ایراناینترنشنال نشان میدهند جمعی از	ویدیوها و تصاویر ارسالشده به ایراناینترنشنال نشان میدهند جمعی از نسرین ۱۴۰۱ ، در میدان مللستمن تورنتو تجمع برگزار کردندحاضران خواهان آزادی دیگر شیرپیشه، ماشالله کرمی، منوچهر بختیاری، رضا سلمانزاده و کمال لطفی دند		
نامزد به شبکه ال	نامزد به شبکه العربیه گفت با محمد بن سلمان، ولیعهد عربستان سعودی، براز گرداندن صلح به منطقه همکاری خواهد کرد		
ونتشرشده در شبکههای اجتماعی نشان میدهند بازنشستگان ات روز ی	مهرماه الباتشان تجمع اعتراضی برگزار کرده و شعارهایی چون نوبت ما که میشه،		
ویدیوی منتشرشده در شبکههای اجتماعی حاکی از سوختن شعبهای از موسسه	ویوی مش د شوهای اج حاکی از ز ش ش از مو القورض الح از پا ی اقای ، ب ح مالی د کرده است		
شبکه عربی الحره، که متعلق به دولت آمریکاست، در گزارشی به نقل از ی	شبکه عربی الحره، که متعلق به دولت آمریکاست، در گزارشی به نقل از یک م نبع اسرائیلی نوشت کشورهای عرب خلیج فارس در پیامهایی به اسرائیل با ایت از حمله این کشور به جمهوری اسلامی تاکید کردهاند پاسخ اسرائیل بای د قاطع و روشن باشد		
نیشین ر ایالت پ	دووو ترامپ، ریی پیشی آمریک ، ب یکی یکی ز شز مکووو دالت پ لوا ا رت وهطور مش میی سرخک آماده کردای ام ج جمهوریخوا ااخا آ واکشی و اظهارات رقی کامال ب گ در دورا دالشجویی در مکدونالد کار میکرده استترامپ که پیشتر گفته بود هریس هرگز در مکدو نالد کار نکرده، روز گفت حالا من ۱۵ دقیقه بیشتر از کامالا در دونالد کارکردهام		
آیدا شاکرمی، خواهر نیکا شاکرمی، خبر داد که مادرشان، نسرین شاکرمی	آیدا شاکرمی، خواهر نیکا شاکرمی، خبر داد که مادرشان، نسرین شاکرمی م منوعالتماس و ممنوعالملاقات است		
مراد ویسی، ایران اینترنشنال بهنظر میرسد چینیها آرام آرام در حال آ	مراد ویسی، ایران اینترنشنال بهنظر میرسد چینیها آرام آرام در حال آم		
ویدیوی منتشرشده در رسانههای اجتماعی حاکی از سوختن جنگلها و مراتع	ویدیوی منتشرشده در رسانههای اجتماعی حاکی از سوختن جنگلها و مراتع م نطقه چمباغ و حیاتالغیب از توابع شهرستان دوره چگنی در استان لرستان شامگاه یکشنبه ۲۹ مهرماه است		
مراد ویسی، ایراناینترنشنال اطلاعات فوق محرمانه آمریکا ن شان میده	مراد ویسی، ایراناینترنشنال اطلاعات فوق محرمانه آمریکا ن شان میدهد نیروی هوایی اسرائيل در روزهای گذشته در حال تمرین به جمهوری اسلامی بوده		
جمهوری اسلامی و اسرائیل دارند خودشان را برای سطح بالاتری از درگیر	جمهوری اسلامی و اسرائیل دارند خودشان را برای سطح بالاتری از درگیری و جنگ آماده میکنند		
سیاست با مراد ویسی ۲۹ مهر ۱۴۰۳ ۲۰ اکتبر	سیاست با مراد ویسی ۲۹ مهر ۱۴۰۳ ۲۰ اکتبرنسخه صوتی برنامه سیاست با مر		
حملات گسترده ارتش اسرائیل به مواضع اقتصادی حزبالله در لبنان گفتوگ	حملات گسترده ارتش اسرائیل به مواضع اقتصادی حزبالله در لبنانگفتوگو با حسن هاشمیان، تحلیلگر جهان عرب		
			
برای محافظت ا	ر ی الائیل گزارش داد   ساوشکی ماد الائیل مح از کشور کشور  حمله احمالی جم ی ل ولیای ری الش الوه      وش که وری ای  د در کار		
ترامپ به العربیه گفت نتانیاهو در پاسخ به جمهوری اسلامی کاری ر	ترامپ به العربیه گفت نتانیاهو در پاسخ به جمهوری اسلامی کاری را که م      م دهد		
دونالد ترامپ به شبکه العربیه گفت ایرانیان باهوش هستند و در حال	دونالد ترامپ به شبکه العربیه گفت ایرانیان باهوش هستند و در حال حاضر رش را میکردند که این خیلی بد است اسلامی انتقاد کرد		
جامعه مدرسین ح	معه مدرسین حوزه علمیه قم، با اشاره به نبود شور و حضور سابق بین طلاب، گفت چه شد که متن حوزه خلوت شده است او افزود حوزه		
سیانان آمریکا اسناد محرمانه نظامی که در کانال تلگرامی منتشر	سیانان آمریکا اسناد محرمانه نظامی که در کانال تلگرامی منتشر شد ه است را بررسی میکندگفتوگو با مرضیه حسینی، ایراناینترنشنال		
گزارش رسانههای لبنانی حاکی از وقوع حملات هوایی در بیروت است،	بیه نوشت این حملات منطقه ضاحیه را هدف قرار داده استاین گزارشها پس		
یک منبع ارشد اطلاعاتی اسرائیل به خبرنگاران گفت تا حدود یک ما	یک منبع ارشد اطلاعاتی اسرائیل به خبرنگاران گفت تا حدود یک ماه پیش، ودجهای از ایران دریافت میکردند این بودجه طی ماههای گذشته بهموقع میرسید اما طی چند هفته اخیر، چند تغییراتی رخ داده است اکنون، آنها نمیتوانند بهراحتی بودجه دریافت کنند و هزینههایشان به دلایل مختلف، از جمله افزایش تعداد نیروها و خرید سلاحهای بیشتر، بهشدت بالا رفته استاین مقام اطلاعاتی ارشد اسرائیل گفت واقعیت اقتصادی حزبالله این است که هر ماه حدود ۵۰ میلیون دلار    شاره کرد بخشی از این پول به صورت دلارهای فیزیکی است قسمتی از آن از طریق یک توافق نفتی منتقل میشود ایراو ف را و خود از طریق فروگ ا ولال ی وروت چچچ ی ی حلاوی ورا تا ی زی ز الله القال		
بوده که با وجود	احمد علمالهدی، نماینده خامنهای در خراسان رضوی گفت کدام کشور بو ده که با وجود مشکلاتی که جامعه ما داشته تا این اندازه رشد کرده و پ ای خود ایستاده باشداو افزود روبهرو شدن با تهاجمهای مختلف دشمن وجب افسردگی نمیشود، بلکه نشاطآور است		
یجی دارد گفت	ی داردگفتوگو با شکریا برادوست، پژوهشگر امنیت بینالملل و سیاست خ ارجی		
کانال یازده تلویزیون اسرائیل به نقل از یک مقام این کشور اعلامک	کالال یازلویزیوووو اسرائیل وه ولقل از یک مقام ایور ا  کرد ک ئی بملهای   وه وراود آمیش   الائیل از ق د ا  ای  پال ای حمله ر د ، بورای آ آماگی ویژ ی در ایوی زمینه وجود دارد		
چشمانداز ۲۹ مهر  ۱۴۰۳ ۲۰ اکتبر	چشمانداز ۲۹ مهر  ۱۴۰۳ ۲۰ اکتبرنسخه صوتی برنامه چشمانداز		
ه پایگاههای ا	دالیل هاری، خوی الش ا خوا  کورد چگ ایرال ا ا فاده از و و اج غیر غیامی وشش،وشش، فوشش، فوشش، ف  ی زو ز        د		
نوید طوبیان، پژوهشگر ارشد ایران ایالات متحده آمریکا خود را صد	نوید طوبیان، پژوهشگر ارشد ایران ایالات متحده آمریکا خود را صد در ص د متعهد به دفاع از اسرائیل میداند		
د گفتوگو با م	فتوگو با محمد قائدی، مدرس روابط بینالملل در دانشگاه جورج واشین گتن		
ر در ساعات آیند	یک منبع ارشد اطلاعاتی اسرائیل به ایران اینترنشنال گفت که این کشور د ر ساعات آینده، حملات دقیق و گستردهای را در سراسر لبنان انجام خواهد داد که سیستم اقتصادی حزبالله و پایگاههای اقتصادی این گروه راف قرار میدهدبه گفته او، هدف از این حملات، ضربه زدن به توانایی حزبالله برای فعالیت در طول جنگ و همچنین بعد از مجدد سازمانی استاین منبع اسرائیلی گفت داریم به نفوذ حزبالله بر بخشهای وسیعی از جامعه لبنان، بهویژه معه شیعه، ضربه بزنیمسخنگوی ارتش    حزبالله قرار دارند هشدار داد از این اماکن دور شوند او گفت ارتش اسرائیل به زودی به منابع تامین مالی حزبالله حمله خواه دکرد		
مسعود پزشکیان در سخنرانی امروز از تلاش برای پنهان کردن مشکلات	کردنی گفت، و از بدهکاری دولت، و ناترازی در بانکها و صندوقهای بازنشستگی		
انتشار اسناد محرمانه درباره حمله تلافیجویانه اسرائیل به ایران	ران		
ی بزرگ شبکهها	ومح ، ، م م کی رص میکوم او ازود  صاح ک ک ک و کاره کر ای ش ش  تیغاتاشاش و الا ذک داد   ود ود در مراحل بعدی برخورد متناسی خواهد شد		
ویدیوی منتشرشده در خبرگزاری فرانسه نشان میدهد طرفداران کامالا	ویوی   در د فرگزار فرا   طرفاوم کامالا  خ الخ الخ ای ا  کلیی ی  الوو ایالت جورجیا ورای او ت تولد  خوالد ه ه ۶۰ ک ک ک ک ک ک ک ک ک ک ک ک ک ک ک ز زز ا ج ی ال		
حسین نوری همدانی، مرجع تقلید شیعه گفت حوزه علمیه قم باید پاس	حسین نوری همدانی، مرجع تقلید شیعه گفت حوزه علمیه قم باید پاسخگوی ج هان اسلام به خصوص تشیع باشد و بدانیم چشمهای فراوانی به این مرکز کرد و ت چه شدکه متن حوزه خلوت شده است		
گو با اشکان صفا	تازهترین خبرها از حمله احتمالی اسرائیل به جمهوری اسلامیگفتوگو با اشکان صفایی، ایراناینترنشنال		
سطین و لبنان،	ر و ی وا  ا اشاره بوه کمپی ایای طلای زوه فل و  ،  ،  ، ن ک زوریزی، وریزی، ور دو خور خ خ ا  د		
گفتوگوی ویژه مصطفی علوش، نماینده پیشین پارلمان لبنان نسخه ک ا	گفتوگوی ویژه با مصطفی علوش، نماینده پیشین پارلمان لبناننسخه کامل		
کورهای باستانی در شهر جینگدژن چین دوباره احیا و به عنوان بخ ش	کورهای باستانی در شهر جینگدژن چین دوباره احیا شده و به عنوان بخشی کار میرود		
ویدیوها و گزارشهای منتشرشده در خبرگزاری فرانسه حاکی است که مظ	طراحی حمله به سفارت اسرائیل در آلمان بازداشت شده استبه گفته دفتر دا دستانی عمومی فدرال، عمر ع، شهروند لیبیایی شامگاه شنبه در برنائو در ن زدیکی برلین دستگیر شده است    ئیل در برلین انجام دهد		
مسعود پزشکیان سیاستهای تحمیلی مجلس، از جمله دلایل بحرانهای	مسعود پزشکیان سیاستهای تحمیلی مجلس، از جمله دلایل بحرانهای اقت		
احمد بخشایش اردستانی، عضو کمیسیون امنیت ملی گفت مواضعی که با	احمد بخشایش اردستانی، عضو کمیسیون امنیت ملی گفت مواضعی که دن و نتانیاهو در خصوص حمله اسرائیل به ایران میگیرند، بیشتر جنگ تبل یغاتی و روانی استاو افزود ما پیشتر در دو مرحله به دو کشور دارای بم ب اتم حمله کردهایم		
گواردیولا با هدایت سیتیزنها با پیروزی دو بر یک برابر ولور	ایرال ایشورزشیگوالیوول وهدای ی پیوزی بورا ولوره ،ولا ی ی در لیگ و ک پیش از ای وا وا ب در فاصله آوریل ۲۰۱۷ ژاوی ۲۰۱۸ورده ود ، ارقا وه		
ویدیوی منتشرشده از سوی ارتش اسرائیل، اقامتگاه مخفی و زیر زمینی	ویدیوی منتشرشده از سوی ارتش اسرائیل، اقامتگاه مخفی و زیر زمینی یحی ی سنوار، رهبر کشتهشده حماس را در غزه نشان میدهد که با میلیونها لار پول رها شده است		
ه اسراییل برای	براساس دو سند خیلی محرمانه نهادهای اطلاعاتی آمریکا درباره برنامه اسراییل برای حمله به ایران که به یک کانال تلگرامی نزدیک به جمهوری اسلامی درز کرده، اسرائیل در روزهای اخیر مشغول یک تمرین نظامی بزرگ و انتقال ۵۶ موشک بالستیک پیشرفته هوا به زمین بودهگزارشی از مجتبا پورمحسن		
هواداران تیم فولاد خوزستان که در این فصل با یحیی گلمحمدی	ایرال ایشورزشیهو فم فولاد خ خر ی  ی گل گلمی قا ک ک و شال   صر جول را داولد ، ز ش باب آل آلومیوم اراک هش لیگ و پایکوبی پرداختندویدیو ورزش سه		
روزنامه اعتماد در یادداشتی با انتقاد از حمله امیر قلعهنوی	ایرال ایشورزشیروزوزوزا ا ی یاد ا ا ا  ق قلویی، سول    ه  و و و  و و  ب د ق ش رزوم ی  ۹۲ و و و و آ وه مد يازه هيچ جامی ش ش ش  ااد ی یاداش تاکی یول قلویی ز پ یال تاریخ ایراو ،        سی فوت  ف ت يی زير د ش داش زاز حاظظ مالی غنی بودند        از متقاعد كردن منتقدان و رسانهها بردارد و كار خودش را پيش ببرد اگر نتيجه حاصل شود همه آن نتيجه را میبينند و غرضورزیها خدشها ی به تيم ملی وارد نمیكند اگر نتيجه حاصل نشود هم كه هيچ توجيهی كارساز نيست در اين ميان مخصوصا از كادرفنی تيم ملی میخواهيم از دستاوردسازی دور ی كنند		
غلامعلی حداد عادل، عضو مجمع تشخیص مصلحت نظام گفت غرب امروز ه	غلامعلی حداد عادل، عضو مجمع تشخیص مصلحت نظام گفت غرب امروز همان غر ب استعمارگر و جهانخوار گذشته است و هیچ نغییری نکرده است		
در اعتراض به صدور حکم اعدام برای سه زندانی سیاسی خوزستان، تجمع	بل کنسولگری جمهوری اسلامی در لندن برگزار شدگفتوگو با وجدان عفراوی ، تحلیلگر مسائل ایران و جهان عرب		
معاون وزیر علوم از ابعاد برخورد امنیتی با دانشجویان معترض در ج	معاون وزیر علوم از ابعاد برخورد امنیتی با دانشجویان معترض در جریان خیزش زن، زندگی، آزادی گزارش استجزئیات بیشتر در گفتوگو با رحیمپور، تحلیلگر سیاسی		
فرشاد ابراهیمپور، عضو کمیسیون آموزش مجلس، درباره آمار پنهان ک	فرشاد ابراهیمپور، عضو کمیسیون آموزش مجلس، درباره آمار پنهان کودک ان بازمانده از تحصیل به سایت دیدهبان ایران گفت امسال حدود ۲ میلیون دانشآموز ثبتنام نشدهانداو افزود اقتصادی باعث شده تا		
نتانیاهو در گفتوگو با ترامپ اسرائیل بر اساس منافع خود تصمیم	نتانیاهو در گفتوگو با ترامپ اسرائیل بر اساس منافع خود تصمیم میگ محرما ترنشنال از گفتوگوی ترامپ و نتانیاهو میگوید		
محمدرضا احمدی، نماینده رشت در مجلس گفت ما تا آخر ایستادهایم	محرضا احمی،   شر   جا آخا آخا آخایاداد و و از فل   ح و ک رز ج  جاومتاوم ق  ق                            ا پیروزی  ق خ خواهیم داد   در وه خود وه ی ویال پویا هستیم		
ر، تنها ۱۰ درصد	خبرگزاری تسنیم در گزارشی از وضعیت دریاچه ارومیه نوشت در حال حاضر، مانده و تراز آن به ۱۲۷۰ متر و ۱۰ لیترین عوامل خشک شدن		
سکینه پروانه، زندانی سیاسی در نامهای از اوین با اشاره به تکرا	سکینه پروانه، زندانی سیاسی در نامهای از اوین با اشاره به تکرار واژه کودککش برای اسرائیل از سوی رسانهها در ایران، گفت عدم مسئولیتپذیری و سکوت در مواجهه با کودککشی جمهوری اسلامی، در حافظه تاریخی ما میماندگفتوگو با رضا اکوانیان، روزنامهنگار و فعالحقوق بشر		
جلیل ناصری، ملیپوش دو صحرانوردی ایران، پس از اعلام فدراسی	، پس از اعلام فدراسیون دوومیدانی مبنی بر اعزامنکردن ورزشکاران این رشته به مسابقات قهرمانی آسیا در هنگکنگ، از ورزش قهرمانی خداحافظی رد و به ایسنا گفت یک گونی مدال مختلف دارم اما شبها نگهبانی میدهم و روزها جوشکاری میکنمقهرمان دو صحرانوردی ن دراینباره گفته ۱۵ سال است که برای دوومیدانی زجر میکشم، الان شغ ل و درآمدی ندارم و مجبورم کارگری کنم باچه امیدی ادامه بدهم به چه دردم میخورد که دوومیدانی را پنج سال دیگر هم ادامه بدهم از زندگی عقب میافتم کارگری کنم از ورزش و این بیتوجهی بهتر است من تازه ازدواج کردهام اما بخاطر نداشتن شغل و درآمد زندگیام در حا ل از هم پاشیدن است کاش زودتر ورزش را کنار میگذاشتمناصری با توضیح این که ده بار بر ای استخدام رفته اما جواب رد شنیده، گفت یعنی این همه مدال آسیایی ارزش نداشت که من را سر کار ببرند وزارت ورزش، فدراسیون دوومیدانی، استانداری و فرمانداری رفتم و نامه هم بردم  جزئیات بیشتر را اینجا بخوانید		
تیم فوتبال اینترمیامی بامداد امروز و پس از پیروزی شش بر دو	ایرال  ریک لیوول   آ آ آ دوت فوت ، ا ب جام ق  صل ول ی لیگ  را ک کا  ج به تیمی اهدا میشود که بیشترین امتیاز را در فصل کسب کند و میزبان آمریکا در جام جهانی باشگاههای ۲۰۲۵ این مسابقات خواهد بود و بازی افتتاحیه را در ورزشگاه ۶۵ هزار نفری ها		
علیرضا بیرانوند، گلر تراکتور که روز گذشته از سوی کمیته انض	ایرال ایشورزشی وورزشی گلرر ت تو گذش ز س ک ک ک ا لیل ا ،و و  و و  اذیو ا  انو   اتهام دریاف وه و هیات میره پ ، دو  یارد توم ش ، یک الوری   میگوی حلت را  را  را  را  را  راا را  را  را  را  را  را   ر		
ویدیوهای منتشرشده در رسانههای لحظه برخورد امواج بزرگ دریا را	ویدیوهای منتشرشده در رسانههای اجتماعی، لحظه برخورد امواج بزرگ در یا را به شهر سنمالو فرانسه در شامگاه شنبه ۲۸ مهرماه نشان میدهد		
خویشتنداری مق اومت به پایان ر	مقاوم ت به پایان رسیده و هرکه در پرونده اسرائیلی ها دخیل باشد، تادیب خواه د شد و با آنها برخورد میشوداو افزود در رویکرد جدید مقاومت، آمر، عامل و تجهیزکننده همه با هم شریک هستند		
ستار رحمانی، فعال کارگری از خواستههای بازنشستگان در اعتراضات	می گوید		
در نهمین سال پذیرش و اجرای توافق هستهای، روزنامه همشهری، اتحا	در نهمین سال پذیرش و اجرای توافق هستهای، روزنامه همشهری، اتحادیه اروپا را به طفره رفتن از ادامه کردمهران کارشناس روابط بینالملل از مهمترین مفاد اجرایی برجام و دلایل شکست آن میگوید		
انیا، کامالا هری	ا، کامالا هریس را بدترین معاون رییسجمهور و جو بایدن را ناتوان ذهنی  خطاب کرد		
مسعود پزشکیان، رئیسجمهور ایران امروز و در همایش روز ملی صادرا	مسعود پزشکیان، رئیسجمهور ایران امروز و در همایش روز ملی صادرات، د رباره وضع نابسامان و جنگی اقتصاد کشور ابراز نگرانی کردگفتوگو م رتضی کاظمیان، ایران اینترنشنال		
سرخط خبرهای یکشنبه ۲۹ مهر	سرخط خبرهای یکشنبه ۲۹ مهر		
دونالد ترامپ نتانیاهو به من گفت به حرف بایدن گوش نمیکند چون	دونالد ترامپ نتانیاهو به من گفت به حرف بایدن گوش نمیکند چون اگر ا ین کار را میکرد، نمیتوانست به موفقیتی دست یابداشکان صفایی، ایرا ن اینترنشنال گزارش میدهد		
علی لاریجانی، رییس پیشین مجلس و مشاور علی خامنهای گفت کشوره	علی لاریجانی، رییس پیشین مجلس و مشاور علی خامنهای گفت کشورهای عر  کشورهای عربی که به دنبال بیانیهنویسی علیه ایران درباره جزایر سهگ هستند به موقع به حساب آنها باید رسید		
امیرحسین بانکیپور، عضو کمیسیون فرهنگی گفت لایحه حجاب و ع فا	امیرحسین بانکیپور، عضو کمیسیون فرهنگی گفت لایحه حجاب و عفاف یعنی برخورد هوشمندانه با برهنگی و آنچیزی که باعث شده برهنگی وارد جا معه نشود، الزامی بودن حجاب استاو افزود چنانچه حجاب برود ما مثل بسی اری از کشورها وارد ورطه برهنگی میشویم		
ارتش اسرائیل ویدیوی جدیدی از لحظه هدف قرار دادن خانهای را منت	الش الائیل ویوی ججی از لظ د قرار خاله ا    کرد  ک س وار دروو آ   ، ح ، ،وز  ۲۵ مه  در تلالطال رف در ووار غز  ش  یک وز وز آوه  پی ورد		
عوامل انتظامی و عوامل اجرایی یگان حفاظت محیط زیست شاهرود در یک	عوامل انتظامی و عوامل اجرایی یگان حفاظت محیط زیست شاهرود در یکی از منازل این شهر حیوانات تاکسیدرمی شدهای راکشف و ضبط کردنددر اینز ل همچنین بقایای پلنگ ایرانی، کل و قوچ و تعدادی پرنده وحشی هم یافت شده است		
ارت اسرائیل د	دادستانی آلمان اعلام کرد یک پناهجوی اهل لیبی را که قصد حمله به سفار ت اسرائیل در برلین را داشته بازداشت کرده است مرد ۲۸ ساله که در کمپ پناهجویان در برلین زندگی میکند بهاری رنشنال		
گاهشمار  یک سال درگیری اسرائیل و حزبالله پس از ۷ اکتبر	گاهشمار  یک سال درگیری اسرائیل و حزبالله پس از ۷ اکتبر		
