Title	Description	Link	pubDate
🖼 We are heartbroken to report on the death of an additional IDF...	We are heartbroken to report on the death of an additional IDF soldier: 🕯️Sergeant Omer Ginzburg (19). Omer was killed in Gaza during this current operation against Hamas terrorists.May his memory forever be a blessing. 🕯️	https://t.me/StandWithUsBreakingNews/4571	2024-08-11T20:58:43-07:00
🎬		https://t.me/StandWithUsBreakingNews/4570	2024-08-11T16:44:55-07:00
IDF: Following the sirens that sounded a short while ago in north...	IDF: Following the sirens that sounded a short while ago in northern Israel, approximately 30 projectiles were identified crossing from Lebanon toward the area of Kabri, a number of which fell in open areas. No injuries were reported. The IDF is striking the sources of fire.	https://t.me/StandWithUsBreakingNews/4569	2024-08-11T16:36:27-07:00
🚨 Moments ago, over 10 rockets were fired from Lebanon by Hezbol...	🚨 Moments ago, over 10 rockets were fired from Lebanon by Hezbollah terrorists towards northern Israeli communities. No physical injuries reported thus far. #israelunderattack	https://t.me/StandWithUsBreakingNews/4567	2024-08-11T16:14:46-07:00
🎬		https://t.me/StandWithUsBreakingNews/4566	2024-08-11T16:14:41-07:00
🖼 We are heartbroken to report that Yonatan Deutsch (23) has bee...	We are heartbroken to report that Yonatan Deutsch (23) has been identified as the person murdered in the shooting terror attack, in the area of the Mehola Junction in the West Bank/Judea and Samaria. He was supposed to get married in a month. May his memory forever be a blessing. 🕯️ Pursuit after the terrorists is still underway.	https://t.me/StandWithUsBreakingNews/4565	2024-08-11T09:54:31-07:00
We are heartbroken to report that one person has been murdered in...	We are heartbroken to report that one person has been murdered in a terror shooting attack in the area of the Mehola Junction in the West Bank/Judea and Samaria. At least one more person was moderately injured in the attack. May the victim’s memory forever be a blessing.🕯️	https://t.me/StandWithUsBreakingNews/4564	2024-08-11T06:07:38-07:00
🚨BREAKING: Suspected terror shooting attack in the West Bank/Jud...	🚨BREAKING: Suspected terror shooting attack in the West Bank/Judea and Samaria. One person moderately injured. A pursuit after the terrorist is underway.	https://t.me/StandWithUsBreakingNews/4562	2024-08-11T05:43:20-07:00
🚨 BREAKING: Non-stop red alert sirens in Israel’s north, includi...	🚨 BREAKING: Non-stop red alert sirens in Israel’s north, including Rosh Pina and Safed. More to follow.	https://t.me/StandWithUsBreakingNews/4561	2024-08-10T09:44:01-07:00
🖼 A HUGE ‘Mazal Tov’ to Israeli rhythmic gymnastics team for win...	A HUGE ‘Mazal Tov’ to Israeli rhythmic gymnastics team for winning the silver medal at the Paris 2024 Olympics. We couldn’t be prouder! 🤸🇮🇱🥈	https://t.me/StandWithUsBreakingNews/4560	2024-08-10T07:00:44-07:00
