Title	Description	Link	pubDate
🖼 💔 HEARTBREAKING: Local authorities have identified the Israel...	💔 HEARTBREAKING: Local authorities have identified the Israeli civilian security guard killed in the hammer terror attack near Kedumim as 38-year-old Gidon Peri.Peri was a married father of three. WHATSAPP GROUP 🔗 https://chat.whatsapp.com/GmbUPJXCg678NpL1mQ3pnETELEGRAM 🔗 https://t.me/JewishBreakingNewsTelegramWHATSAPP CHANNEL 🔗 https://whatsapp.com/channel/0029Va4EEJU7YSdAqzGs362FSTATUS 🔗 https://wa.me/message/2BHKFPEVQP3FK1	https://t.me/JewishBreakingNewsTelegram/5662	2024-08-18T12:21:56-07:00
🖼 🚨🚨🚨 BREAKING: Hamas has rejected the latest U.S.-mediated p...	🚨🚨🚨 BREAKING: Hamas has rejected the latest U.S.-mediated proposal from the Doha Summit, asserting that it falls short of their demands, particularly on a permanent ceasefire and full Israeli withdrawal from Gaza. The group claims the proposal permits Israel to maintain control over key areas, including the Netzer axis, Rafah crossing, and Philadelphia axis.Hamas also argues that the proposal introduces unfavorable terms for a prisoner exchange and backtracks on earlier discussions. They reaffirm their commitment to the July 2 agreement, citing Biden's speech and the Security Council's decision as justification.The group urges mediators to pressure Israel into honoring what they claim was previously agreed upon. WHATSAPP GROUP 🔗 https://chat.whatsapp.com/GmbUPJXCg678NpL1mQ3pnETELEGRAM 🔗 https://t.me/JewishBreakingNewsTelegramWHATSAPP CHANNEL 🔗 https://whatsapp.com/channel/0029Va4EEJU7YSdAqzGs362FSTATUS 🔗 https://wa.me/message/2BHKFPEVQP3FK1	https://t.me/JewishBreakingNewsTelegram/5661	2024-08-18T11:25:23-07:00
🖼 🇮🇱 JUST IN: A soldier from the IDF's Paratroopers Brigade, 2...	🇮🇱 JUST IN: A soldier from the IDF's Paratroopers Brigade, 202nd Battalion, sustained serious injuries from RPG fire in the southern Gaza Strip earlier today.WHATSAPP GROUP 🔗 https://chat.whatsapp.com/GmbUPJXCg678NpL1mQ3pnETELEGRAM 🔗 https://t.me/JewishBreakingNewsTelegramWHATSAPP CHANNEL 🔗 https://whatsapp.com/channel/0029Va4EEJU7YSdAqzGs362FSTATUS 🔗 https://wa.me/message/2BHKFPEVQP3FK1	https://t.me/JewishBreakingNewsTelegram/5660	2024-08-18T11:10:02-07:00
🖼 ⚠️ BREAKING: In Israel, there is an assessment that Hezbollah ...	⚠️ BREAKING: In Israel, there is an assessment that Hezbollah may attack, potentially targeting Tel Aviv, if the negotiations, now in Cairo, falter. There is concern that retaliation could involve attempts to assassinate senior figures. The Shin Bet has instructed security personnel and former officials to increase vigilance.WHATSAPP GROUP 🔗 https://chat.whatsapp.com/GmbUPJXCg678NpL1mQ3pnETELEGRAM 🔗 https://t.me/JewishBreakingNewsTelegramWHATSAPP CHANNEL 🔗 https://whatsapp.com/channel/0029Va4EEJU7YSdAqzGs362FSTATUS 🔗 https://wa.me/message/2BHKFPEVQP3FK1	https://t.me/JewishBreakingNewsTelegram/5659	2024-08-18T09:25:37-07:00
🖼 Hezbollah Drone Scare Near PM's Home Leaves IDF Scrambling Sir...	Hezbollah Drone Scare Near PM's Home Leaves IDF ScramblingSirens were triggered near Prime Minister Netanyahu's residence after an Israeli Navy missile boat detected a suspicious object. Four fighter jets were deployed, but no Hezbollah drone was found. The IDF noted that radar can sometimes misidentify objects like bird flocks.FULL story &gt;&gt;&gt; https://jewishbreakingnews.com/hezbollah-drone-scare-near-pms-home-leaves-idf-scrambling/	https://t.me/JewishBreakingNewsTelegram/5658	2024-08-18T08:11:44-07:00
🎬 The Chief of Nishnawbe Aski Nation in Ontario emphasized the i...	The Chief of Nishnawbe Aski Nation in Ontario emphasized the identification of Indigenous peoples with Israel's struggle, calling for correction of false narratives. -We have resolved that your struggle is our struggle,- he stated.WHATSAPP GROUP 🔗 https://chat.whatsapp.com/GmbUPJXCg678NpL1mQ3pnETELEGRAM 🔗 https://t.me/JewishBreakingNewsTelegramWHATSAPP CHANNEL 🔗 https://whatsapp.com/channel/0029Va4EEJU7YSdAqzGs362FSTATUS 🔗 https://wa.me/message/2BHKFPEVQP3FK1	https://t.me/JewishBreakingNewsTelegram/5657	2024-08-18T08:09:26-07:00
🖼 Norway Shuts Down Diplomatic Office in Judea and Samaria Norwa...	Norway Shuts Down Diplomatic Office in Judea and SamariaNorway has closed its diplomatic office in Judea and Samaria, without explanation. Despite affirming support for Israel against Hamas, Norway's recent actions, including recognizing a Palestinian state and supporting an anti-Israel UN resolution, have strained relations. In response, Israel revoked credentials of Norwegian diplomats and ended financial agreements.FULL story &gt;&gt;&gt; https://jewishbreakingnews.com/norway-shuts-down-diplomatic-office-in-judea-and-samaria/	https://t.me/JewishBreakingNewsTelegram/5655	2024-08-18T07:06:35-07:00
🎬 The IDF reports that 20 rockets were recently launched from Le...	The IDF reports that 20 rockets were recently launched from Lebanon, targeting the Kiryat Shmona area. Several rockets were intercepted by air defenses, and no injuries have been reported.WHATSAPP GROUP 🔗 https://chat.whatsapp.com/GmbUPJXCg678NpL1mQ3pnETELEGRAM 🔗 https://t.me/JewishBreakingNewsTelegramWHATSAPP CHANNEL 🔗 https://whatsapp.com/channel/0029Va4EEJU7YSdAqzGs362FSTATUS 🔗 https://wa.me/message/2BHKFPEVQP3FK1	https://t.me/JewishBreakingNewsTelegram/5654	2024-08-18T07:03:39-07:00
🖼 🔷 Never Pay Full Price for Business or First Class Travel Aga...	🔷 Never Pay Full Price for Business or First Class Travel Again!LOWEST BUSINESS CLASS FARES TO EUROPE!Message us 👇👇👇👇https://api.whatsapp.com/send?phone=12125165050&amp;text=Hi,%20I'd%20like%20to%20check%20rates%20Paid Advertisement	https://t.me/JewishBreakingNewsTelegram/5653	2024-08-18T07:01:10-07:00
🖼 🚨 HAPPENING NOW - Dispatch Update: The terrorist who carried ...	🚨 HAPPENING NOW - Dispatch Update: The terrorist who carried out the Bar-On industrial park attack fled in a white Fiat Panda, license plate 4131230. The vehicle likely headed toward Yitzhar HaGdola, but this is not confirmed. All sectors are advised to remain alert. For further information, contact the Shomron Dispatch at 1208.WHATSAPP GROUP 🔗 https://chat.whatsapp.com/GmbUPJXCg678NpL1mQ3pnETELEGRAM 🔗 https://t.me/JewishBreakingNewsTelegramWHATSAPP CHANNEL 🔗 https://whatsapp.com/channel/0029Va4EEJU7YSdAqzGs362FSTATUS 🔗 https://wa.me/message/2BHKFPEVQP3FK1	https://t.me/JewishBreakingNewsTelegram/5652	2024-08-18T06:54:38-07:00
