Title	Description	Link	pubDate
🇺🇳🇮🇱🇵🇸 The ICC has issued arrest warrants for Israeli PM Be...	🇺🇳🇮🇱🇵🇸 The ICC has issued arrest warrants for Israeli PM Benjamin Netanyahu, ex-defense minister Yoav Gallant, and Hamas leader Mohammed Deif on charges of war crimes and crimes against humanity.📝 The Guardian🗺 @PoliticsGR	https://t.me/PoliticsGR/3413	2024-11-21T05:00:22-08:00
🎬 🇷🇺🇺🇦 Russia has launched an ICBM from Astrakhan targeting ...	🇷🇺🇺🇦 Russia has launched an ICBM from Astrakhan targeting Dnipro.This is the first time an ICBM has been used in war.🗺 @PoliticsGR	https://t.me/PoliticsGR/3411	2024-11-21T04:55:44-08:00
📊 Macroeconomic Indicators Update (20/11/2024): 🇯🇵 Trade Balan...	📊 Macroeconomic Indicators Update (20/11/2024):🇯🇵 Trade Balance: ¥-294.1 billion ⬇️ ¥-461.2 billion🇬🇧 Inflation Rate y/y: 1.7% ⬆️ 2.3%🇬🇧 Core Inflation Rate y/y: 3.2% ⬆️ 3.3%🇮🇩 Interest Rate: 6.0 ➡️ 6.0🇿🇦 Inflation Rate y/y: 3.8% ⬇️ 2.8%🇦🇲 GDP y/y: 6.4% ⬇️ 5.2%🇺🇾 Unemployment Rate: 8.1% ⬇️ 7.3%📝 Myfxbook, Tradays🗺 @PoliticsGR	https://t.me/PoliticsGR/3409	2024-11-20T12:00:36-08:00
🖼 🇺🇦🇷🇺 About 125,000 people have settled in the exclusion zo...	🇺🇦🇷🇺 About 125,000 people have settled in the exclusion zone of Chernobyl since 2022, which costs the state 1.5 billion hryvnias per month, deputy minister of social policy Daryna Marchak said in an interview with Forbes Ukraine.To solve the problem, the draft budget for 2025 imposes restrictions: only those who lived in the exclusion zone in the period from 1986 to 1993 will be able to receive additional payments.📝 Glavnoe.in.ua🗺 @PoliticsGR	https://t.me/PoliticsGR/3408	2024-11-20T08:01:13-08:00
↩️🖼 🇮🇱❌🇸🇾 Israel conducted an airstrike from the direction o...	PoliticsGR - Geopolitics, Intel, News, Statistics: 🇮🇱🇱🇧🇸🇾 Israeli strikes in Zefta (Nabatieh) and Palmyra. 📝 Bint Jbeil 🗺️ @PoliticsGR 🇮🇱❌🇸🇾 Israel conducted an airstrike from the direction of the Al-Tanf area, targeting multiple buildings in the ancient city of Palmyra, located in the Syrian desert. The attack resulted in 36 fatalities, more than 50 injuries, and significant material damage to the targeted structures and their surroundings.📝 Syrian Ministry of Defense🗺 @PoliticsGR	https://t.me/PoliticsGR/3407	2024-11-20T07:07:21-08:00
🎬 🇺🇦🇷🇺 Ukraine launched British Storm Shadow missiles into t...	🇺🇦🇷🇺 Ukraine launched British Storm Shadow missiles into the Kursk region of Russia for the first time since getting permission!📝 Bloomberg🗺 @PoliticsGR Video is too big	https://t.me/PoliticsGR/3405	2024-11-20T07:04:02-08:00
🇷🇺🇺🇦 There is a clear state of upset about the upcoming strik...	🇷🇺🇺🇦 There is a clear state of upset about the upcoming strike.So far, most information remains unconfirmed.🗺 @PoliticsGR	https://t.me/PoliticsGR/3404	2024-11-20T04:25:09-08:00
🔁🖼 🇷🇺🇺🇦❌⚠️ FALSE ALARM: Sirens across the regions of Ukrain...	Forwarded From TabZ - Alternative Media🇷🇺🇺🇦❌⚠️ FALSE ALARM: Sirens across the regions of Ukraine have been lifted and called a misidentification...Follow me on X | Subscribe to this channel @tabzlive ☑️	https://t.me/PoliticsGR/3403	2024-11-20T04:23:18-08:00
🔁🖼 🇷🇺🇺🇦⚠️ BREAKING: Sirens have activated in the Ukrainian ...	Forwarded From TabZ - Alternative Media🇷🇺🇺🇦⚠️ BREAKING: Sirens have activated in the Ukrainian regions of Kyiv, Cherkasy, Poltava, Sumy, Chernigov, Zhitomir, Rivne, and Vinnitsa!Shahed drones have been launched from Kursk, and ballistic missiles may be fired...Follow me on X | Subscribe to this channel @tabzlive ☑️	https://t.me/PoliticsGR/3402	2024-11-20T04:20:07-08:00
🖼 🇮🇱🇱🇧🇸🇾 Israeli strikes in Zefta (Nabatieh) and Palmyra. ...	🇮🇱🇱🇧🇸🇾 Israeli strikes in Zefta (Nabatieh) and Palmyra.📝 Bint Jbeil🗺️ @PoliticsGR	https://t.me/PoliticsGR/3400	2024-11-20T04:18:16-08:00
🔁 🇷🇺❌🇺🇦 — 🇪🇸🇮🇹The Spanish and Italian embassies also clo...	Forwarded From Geopolitics Watch (XLevant)🇷🇺❌🇺🇦 — 🇪🇸🇮🇹The Spanish and Italian embassies also closed their doors in the Ukrainian capital, Kyiv, and call on all their citizens to take shelter.	https://t.me/PoliticsGR/3399	2024-11-20T04:15:06-08:00
🇺🇸 The Pentagon on Friday failed its seventh audit in a row, wi...	🇺🇸 The Pentagon on Friday failed its seventh audit in a row, with the nation’s largest government agency still unable to fully account for its more than $824 billion budget, though officials stress they are making good progress toward a clean audit in 2028.📝 The Hill🗺️ @PoliticsGR	https://t.me/PoliticsGR/3398	2024-11-20T03:20:41-08:00
🖼 🇷🇺🇺🇦🇬🇷 The Greek embassy in Ukraine will also close toda...	🇷🇺🇺🇦🇬🇷 The Greek embassy in Ukraine will also close today.📝 Kathimerini🗺 @PoliticsGR	https://t.me/PoliticsGR/3397	2024-11-20T01:35:35-08:00
🇷🇺🇺🇦🇺🇸 Following information of a massive attack on the US ...	🇷🇺🇺🇦🇺🇸 Following information of a massive attack on the US embassy in Ukraine today, the mission has closed.The embassy recommended US citizens be prepared to shelter in the event of an air alert.📝 Reuters🗺 @PoliticsGR	https://t.me/PoliticsGR/3395	2024-11-20T01:30:49-08:00
📊 Macroeconomic Indicators Update (19/11/2024): 🇨🇭 Trade Balan...	📊 Macroeconomic Indicators Update (19/11/2024):🇨🇭 Trade Balance: CHF4.52 billion ⬆️ CHF6.0 billion🇦🇿 GDP y/y: 4.7% ⬆️ 4.9%🇪🇺 Inflation Rate y/y: 1.7% ⬆️ 2.0%🇪🇺 Core Inflation Rate y/y: 2.7% ➡️ 2.7%🇭🇺 Interest Rate: 6.5 ➡️ 6.5🇨🇦 Inflation Rate y/y: 1.6% ⬆️ 2.0%🇨🇦 Core Inflation Rate y/y: 1.6% ⬆️ 1.7%📝 Myfxbook, Tradays🗺 @PoliticsGR	https://t.me/PoliticsGR/3394	2024-11-19T12:00:57-08:00
🔁🖼 🇷🇺 — Russia updates its nuclear doctrine following a Putin...	Forwarded From Geopolitics Watch (XLevant)🇷🇺 — Russia updates its nuclear doctrine following a Putin's decree:➡️Russia’s updated nuclear doctrine states that aggression against it or its allies by a non-nuclear state supported by a nuclear one will be treated as a joint attack. ➡️The doctrine emphasizes Russia’s readiness to use nuclear weapons to ensure deterrence and permits their use if the sovereignty or territorial integrity of Russia or Belarus is critically threatened.➡️Ballistic missile launches against Russia are listed as grounds for nuclear retaliation, and the doctrine identifies adversaries against whom nuclear deterrence is exercised. ➡️Providing territory or resources for aggression against Russia is also considered a basis for nuclear deterrence.	https://t.me/PoliticsGR/3392	2024-11-19T01:50:06-08:00
🇺🇸 President-elect Donald Trump has nominated former Wisconsin ...	🇺🇸 President-elect Donald Trump has nominated former Wisconsin Representative Sean Duffy to be his transportation secretary, continuing to announce his Cabinet choices.Duffy previously served in Congress for 9 years and chaired a key subcommittee.🗺️ @PoliticsGR	https://t.me/PoliticsGR/3391	2024-11-19T01:44:32-08:00
📊 🇺🇦🇷🇺 Which side do you stand with?	🇺🇦🇷🇺 Which side do you stand with?Anonymous Poll11% - 🇺🇦 Ukraine89% - 🇷🇺 Russia	https://t.me/PoliticsGR/3390	2024-11-19T01:41:02-08:00
📊 🇺🇦🇷🇺 Which country is winning in the war based on the init...	🇺🇦🇷🇺 Which country is winning in the war based on the initial goals? We would appreciate if you answer objectively.Anonymous Poll0% - 🇺🇦 Ukraine36% - 🇷🇺 Russia9% - 🇺🇸 United States18% - 🇨🇳 China36% - 🏳️ Neither side	https://t.me/PoliticsGR/3389	2024-11-19T01:40:23-08:00
🇷🇺🇺🇦 We have now reached 1,000 days of war in Ukraine. 🗺 @Po...	🇷🇺🇺🇦 We have now reached 1,000 days of war in Ukraine.🗺 @PoliticsGR	https://t.me/PoliticsGR/3388	2024-11-19T01:35:06-08:00
🎬🖼 🇱🇧🇮🇱 Hezbollah attacked Tel Aviv again in less than 24 h...	🇱🇧🇮🇱 Hezbollah attacked Tel Aviv again in less than 24 hours.Footage shows interceptions.📝 Ynet🗺️ @PoliticsGR	https://t.me/PoliticsGR/3385	2024-11-19T00:10:06-08:00
🇱🇧🇮🇱🇺🇸 Lebanon and Hezbollah have reportedly agreed to a US...	🇱🇧🇮🇱🇺🇸 Lebanon and Hezbollah have reportedly agreed to a US proposal for a ceasefire with Israel, a top Lebanese official told Reuters.There was no immediate comment from Israel.📝 Reuters🗺️ @PoliticsGR	https://t.me/PoliticsGR/3384	2024-11-18T14:10:06-08:00
📊 Macroeconomic Indicators Update (18/11/2024): 🇹🇭 GDP y/y: 2....	📊 Macroeconomic Indicators Update (18/11/2024):🇹🇭 GDP y/y: 2.2% ⬆️ 3.0%🇭🇰 Unemployment Rate: 3.0% ⬆️ 3.1%🇮🇱 Unemployment Rate: 2.7% ⬇️ 2.5%🇨🇱 GDP y/y: 1.6% ⬆️ 2.3%🇧🇾 GDP y/y: 4.5% ⬇️ 4.2%🇨🇴 GDP y/y: 2.1% ⬇️ 2.0%📝 Myfxbook, Tradays🗺 @PoliticsGR	https://t.me/PoliticsGR/3383	2024-11-18T12:30:12-08:00
🔁🎬 🇮🇱🇱🇧‼️ An Israeli was run over by a car as sirens activa...	Forwarded From TabZ - Alternative Media🇮🇱🇱🇧‼️ An Israeli was run over by a car as sirens activated in Tel Aviv.Follow me on X | Subscribe to this channel @tabzlive ☑️	https://t.me/PoliticsGR/3382	2024-11-18T12:27:06-08:00
🎬🖼 🇱🇧🇮🇱 Hezbollah targeted Tel Aviv in a massive barrage to...	🇱🇧🇮🇱 Hezbollah targeted Tel Aviv in a massive barrage today.Impacts were recorded at central locations, although the IDF claimed it intercepted the missile. Israeli media report 5 injuries, one of them is critical.📝 Ynet🗺️ @PoliticsGR	https://t.me/PoliticsGR/3378	2024-11-18T12:25:09-08:00
🖼 🇦🇲 Six senior Armenian officials have resigned following Pri...	🇦🇲 Six senior Armenian officials have resigned following Prime Minister Nikol Pashinyan's announcement that he had requested their departures.The officials include the Interior Minister, the heads of the Supreme Judicial Council, Anti-Corruption Committee, Investigative Committee, and State Revenue Committee, as well as the Minister for Territorial Administration and Infrastructure. The reasons for the mass resignations or their implications for the government have not been fully detailed.📝 Reuters🗺 @PoliticsGR	https://t.me/PoliticsGR/3377	2024-11-18T08:49:13-08:00
🖼 🇺🇸🇬🇧🇫🇷🇺🇦 The US, along with France and Britain, gave U...	🇺🇸🇬🇧🇫🇷🇺🇦 The US, along with France and Britain, gave Ukraine permission to use western long-range weapons on Russian soil yesterday.This means that Ukraine can use ATACMS and Storm Shadow missiles on Russian targets, but the reports highlighted that Biden lifted the restrictions in -defense of Kharkiv-.📝 Le Figaro, Reuters, NYT🗺 @PoliticsGR	https://t.me/PoliticsGR/3376	2024-11-18T08:37:22-08:00
🖼 🇫🇮🇩🇪 The C-Lion1 undersea telecommunications cable, which ...	🇫🇮🇩🇪 The C-Lion1 undersea telecommunications cable, which links Finland to Germany and continental Europe, has been reported destroyed, causing a complete disruption of services transmitted through it.Cinia, the Finnish state-majority-owned company managing the cable, confirmed the malfunction but has not yet provided further details on the cause or potential timeline for repairs. The incident highlights the vulnerability of critical infrastructure in the region.📝 Yle🗺 @PoliticsGR	https://t.me/PoliticsGR/3375	2024-11-18T08:28:44-08:00
↩️🎬 🇮🇱🇮🇶🇯🇴 Jordanian netizens are reporting that the faile...	PoliticsGR - Geopolitics, Intel, News, Statistics: 🇮🇱🇮🇶 An Iron Dome interceptor failed while attempting to intercept a drone launched by the Islamic Resistance in Iraq. The interceptor was launched up into the air when it suddenly took a turn and dived down, resulting in impact. It hasn't been clarified… 🇮🇱🇮🇶🇯🇴 Jordanian netizens are reporting that the failed Iron Dome interceptor impacted in the Aqaba area.🗺 @PoliticsGR	https://t.me/PoliticsGR/3372	2024-11-17T17:32:13-08:00
🎬 🇮🇱🇮🇶 An Iron Dome interceptor failed while attempting to i...	🇮🇱🇮🇶 An Iron Dome interceptor failed while attempting to intercept a drone launched by the Islamic Resistance in Iraq.The interceptor was launched up into the air when it suddenly took a turn and dived down, resulting in impact. It hasn't been clarified whether the interceptor landed in Eilat or on Jordanian soil.The Iraqi drone was intercepted in Eilat following the failed Iron Dome launch (video 5).🗺 @PoliticsGR	https://t.me/PoliticsGR/3367	2024-11-17T16:06:53-08:00
🇺🇸🇺🇦🇷🇺 President Joe Biden has for the first time authorize...	🇺🇸🇺🇦🇷🇺 President Joe Biden has for the first time authorized the use of U.S.-supplied long-range missiles by Ukraine to strike inside Russia, according to one U.S. official and three people familiar with the matter.The decision is a major U.S. policy shift and comes as Biden is about to leave office and incoming President-elect Donald Trump has said he would bring about a swift end to the war and has expressed skepticism over continued support by the United States.📝 AP🗺️ @PoliticsGR	https://t.me/PoliticsGR/3366	2024-11-17T11:34:28-08:00
🇺🇸🤝🇮🇷 Iran gave -secret written assurances- to the U.S. in O...	🇺🇸🤝🇮🇷 Iran gave -secret written assurances- to the U.S. in October, promising not to target President-elect Donald Trump, as revealed by the Wall Street Journal on Friday.Officials said the message, delivered to the U.S. on October 14, was a response to a private warning sent to Tehran in September which repeated earlier cautions against harming Trump. They added they are confident that Iran’s leaders received the message but didn’t clarify if it was sent through Switzerland, which represents U.S. interests in Iran.🗺️ @PoliticsGR	https://t.me/PoliticsGR/3365	2024-11-17T06:55:20-08:00
🎬 🇨🇳 New massacre in Wuxi, eastern China. 🗺 @PoliticsGR	🇨🇳 New massacre in Wuxi, eastern China.🗺 @PoliticsGR	https://t.me/PoliticsGR/3364	2024-11-16T08:55:06-08:00
🖼 🇬🇷 Former PM and one of the most prominent conservative poli...	🇬🇷 Former PM and one of the most prominent conservative politicians Antonis Samaras has been expelled from ND due to disagreement over government policy. In fact, the party announcement states that he chose to leave the party! This is his second time Samaras has left ND, the first being in 1993 for his disagreement over the Macedonian issue. He subsequently founded a new right wing party (POLAN) and caused the fall of the government of the current PM’s father; Konstantinos Mitsotakis!💬 Προς τους Έλληνες του καναλιού: πιστεύετε θα δούμε επανάληψη του 1993;📝 To Vima 🗺 @PoliticsGR	https://t.me/PoliticsGR/3362	2024-11-16T07:45:06-08:00
🔁 🇬🇪⚠️ A lot is happening in Abkhazia! Abkhazian President Asl...	Forwarded From TabZ - Alternative Media🇬🇪⚠️ A lot is happening in Abkhazia!Abkhazian President Aslan Bzhania has reportedly agreed to resign following widespread protests in the republic.During a meeting with a delegation of protesters, Bzhania proposed stepping down and appointing Vice President Badra Gunb as acting president. However, the protesters rejected this offer, demanding the resignation of Bzhania’s entire administration.Contrary to these claims, opposition leader Levan Mikaa alleges that Bzhania has fled to a Russian military unit.The picture isn’t clear yet.. what’s actually happening!Follow me on X | Subscribe to this channel @tabzlive ☑️	https://t.me/PoliticsGR/3361	2024-11-16T07:40:06-08:00
📊 Macroeconomic Indicators Update (15/11/2024): 🇯🇵 GDP y/y: 2....	📊 Macroeconomic Indicators Update (15/11/2024):🇯🇵 GDP y/y: 2.2% ⬇️ 0.9%🇯🇵 GDP q/q: 0.5% ⬇️ 0.2%🇨🇳 Unemployment Rate: 5.1% ⬇️ 5.0%🇨🇳 Retail Sales y/y: 3.2% ⬆️ 4.8%🇨🇳 Industrial Production y/y: 5.4% ⬇️ 5.3%🇬🇧 GDP y/y: 0.7% ⬆️ 1.0%🇬🇧 GDP q/q: 0.5% ⬇️ 0.1%🇸🇪 Unemployment Rate: 8.2% ⬇️ 7.8%🇫🇷 Inflation Rate y/y: 1.2% ➡️ 1.2%🇭🇰 GDP y/y: 1.8% ➡️ 1.8%🇮🇹 Inflation Rate y/y: 0.9% ➡️ 0.9%🇮🇱 Inflation Rate y/y: 3.5% ➡️ 3.5%🇺🇸 Retail Sales y/y: 2.0% ⬆️ 2.8%🇹🇳 GDP y/y: 1.0% ⬆️ 1.8%📝 Myfxbook, Tradays🗺 @PoliticsGR	https://t.me/PoliticsGR/3360	2024-11-15T12:00:08-08:00
🖼 🗺 Elections in October 2024 (Part 2) 📝 Sources: CIK, Club of...	🗺 Elections in October 2024 (Part 2)📝 Sources: CIK, Club of Mozambique, EC Botswana, El Observador, Governmentof Montserrat, ISIE, MSK, Office of the President, RM, VRK🗺 @PoliticsGR	https://t.me/PoliticsGR/3355	2024-11-15T10:10:15-08:00
🖼 🗺 Elections in October 2024 📝 Sources: CIK, Club of Mozambiq...	🗺 Elections in October 2024📝 Sources: CIK, Club of Mozambique, EC Botswana, El Observador, Governmentof Montserrat, ISIE, MSK, Office of the President, RM, VRK🗺 @PoliticsGR	https://t.me/PoliticsGR/3349	2024-11-15T10:10:06-08:00
↩️ 🇩🇪🇷🇺🇺🇦 German Chancellor Olaf Scholz condemned Russia's ...	PoliticsGR - Geopolitics, Intel, News, Statistics: 🇩🇪🇷🇺🇺🇦 Putin and Scholz just had a conversation over the phone to discuss ways to end the Ukrainian conflict. 📝 Bloomberg 🗺 @PoliticsGR 🇩🇪🇷🇺🇺🇦 German Chancellor Olaf Scholz condemned Russia's invasion of Ukraine in the phone call with President Vladimir Putin, urging Moscow to end the war and withdraw its forces. Scholz stressed the need for Russia to engage in negotiations with Ukraine to secure a -just and lasting peace- and reaffirmed Germany’s unwavering support for Ukraine in its defense against Russian aggression.The Kremlin confirmed the call, which was initiated by Germany. Putin, in the conversation, argued that the war was the result of -years of aggressive NATO policies- and stated that Russia has always been open to peace talks. However, he claimed that negotiations were broken off by Ukraine. The call marks the first direct communication between the two leaders in nearly two years.📝 Bloomberg, Scholz Spox, Kremlin🗺 @PoliticsGR	https://t.me/PoliticsGR/3348	2024-11-15T08:44:46-08:00
↩️🎬 🇬🇪⚠️ The opposition in Abkhazia has proposed a potential s...	PoliticsGR - Geopolitics, Intel, News, Statistics: 🇬🇪⚠️ Protests erupted in Abkhazia as demonstrators forced their way into the parliament building, breaking window bars and storming inside. The unrest stems from controversy over a parliamentary bill concerning the ratification of an investment agreement with… 🇬🇪⚠️ The opposition in Abkhazia has proposed a potential solution to the ongoing political crisis: That either the Prime Minister or the Speaker of Parliament take on the role of acting president.The protesters occupying the parliament have also received supplies and food.📝 RIA Novosti🗺 @PoliticsGR	https://t.me/PoliticsGR/3346	2024-11-15T08:41:01-08:00
🎬 🇬🇪⚠️ Protests erupted in Abkhazia as demonstrators forced th...	🇬🇪⚠️ Protests erupted in Abkhazia as demonstrators forced their way into the parliament building, breaking window bars and storming inside. The unrest stems from controversy over a parliamentary bill concerning the ratification of an investment agreement with Russia and growing calls for the President's resignation.In response, the President’s administration was preparing to withdraw the controversial bill from consideration, according to Russian media. Meanwhile, opposition protesters barricaded the parliament, escalating the situation.Negotiations are currently underway between Abkhaz authorities and opposition representatives in an effort to resolve the conflict following the dramatic seizure of the government building.📝 RIA Novosti🗺 @PoliticsGR	https://t.me/PoliticsGR/3342	2024-11-15T06:46:29-08:00
🎬 🇱🇧🇮🇱❗️ In a video released by Hezbollah, the Israeli milit...	🇱🇧🇮🇱❗️ In a video released by Hezbollah, the Israeli military's central defense and military headquarters, Kirya, in Tel Aviv, is shown in great detail. Along with other notable military departments, the video shows the layouts of the base's main offices, such as those of the Chief of Staff, the Minister of Defense, and the director of Military Intelligence (Aman).🗺 @PoliticsGR Video is too big	https://t.me/PoliticsGR/3341	2024-11-15T06:40:50-08:00
↩️ 🇩🇪🇷🇺🇺🇦 Putin and Scholz just had a conversation over the...	PoliticsGR - Geopolitics, Intel, News, Statistics: 🇩🇪🇷🇺 Russian President Putin to speak with German Chancellor Olaf Scholz today for the first time in years. 📝 Bloomberg 🗺 @PoliticsGR 🇩🇪🇷🇺🇺🇦 Putin and Scholz just had a conversation over the phone to discuss ways to end the Ukrainian conflict.📝 Bloomberg🗺 @PoliticsGR	https://t.me/PoliticsGR/3340	2024-11-15T06:39:12-08:00
🇩🇪🇷🇺 Russian President Putin to speak with German Chancellor ...	🇩🇪🇷🇺 Russian President Putin to speak with German Chancellor Olaf Scholz today for the first time in years.📝 Bloomberg🗺 @PoliticsGR	https://t.me/PoliticsGR/3339	2024-11-15T05:22:45-08:00
🇬🇧🇵🇸 A motion in the British Parliament proposed by a labour ...	🇬🇧🇵🇸 A motion in the British Parliament proposed by a labour MP to offer ‘Ukraine style’ visas to Gaza’s has received 27 signatures.The scheme does not have a cap on the number of people the UK would be willing to accept.📝 UK Parliament official site🗺 @PoliticsGR	https://t.me/PoliticsGR/3338	2024-11-14T13:37:53-08:00
📊 Macroeconomic Indicators Update (14/11/2024): 🇦🇺 Unemploymen...	📊 Macroeconomic Indicators Update (14/11/2024):🇦🇺 Unemployment Rate: 4.1% ➡️ 4.1%🇸🇪 Inflation Rate y/y: 1.6% ➡️ 1.6%🇵🇸 Inflation Rate y/y: 60.06% ⬆️ 70.4%🇪🇸 Inflation Rate y/y: 1.5% ⬆️ 1.8%🇳🇱 GDP y/y: 0.8% ⬆️ 1.7%🇮🇳 Trade Balance: $-20.8 billion ⬇️ $-27.1 billion🇨🇾 GDP y/y: 3.7% ⬆️ 3.9%🇪🇺 GDP y/y: 0.6% ⬆️ 0.9%🇪🇺 GDP q/q: 0.2% ⬆️ 0.4%🇪🇬 Unemployment Rate: 6.5% ⬆️ 6.7%🇺🇸 PPI y/y: 1.9% ⬆️ 2.4%📝 Myfxbook, Tradays🗺 @PoliticsGR	https://t.me/PoliticsGR/3337	2024-11-14T13:30:32-08:00
🔁 🇺🇸 - Trump to appoint RFK Jr as HHS secretary.	Forwarded From Global Intel Watch (Cody)🇺🇸 - Trump to appoint RFK Jr as HHS secretary.	https://t.me/PoliticsGR/3336	2024-11-14T12:35:06-08:00
🇺🇸 Trump announced yesterday three new cabinet members: Marco R...	🇺🇸 Trump announced yesterday three new cabinet members:Marco Rubio as Secretary of State.Matt Gaetz as Attorney General.Tulsi Gabbard as Director of National Intelligence.📝 AP News🗺 @PoliticsGR	https://t.me/PoliticsGR/3335	2024-11-14T05:15:06-08:00
🔁🖼 🇺🇸❗️ FBI raids home and seizes phone of Polymarket founder...	Forwarded From TabZ - Alternative Media🇺🇸❗️ FBI raids home and seizes phone of Polymarket founder!The FBI recently conducted a raid on the Manhattan home of 26-year-old Shayne Coplan, CEO of predictive betting site Polymarket, seizing his phone without making any arrests, as reported by the New York Post. Polymarket suggested the raid may be a politically motivated response to users betting in favor of Donald Trump in the recent election. Before the election, the platform displayed high odds for Trump, countering mainstream polls that favored Kamala Harris.The Department of Justice has opened an investigation, reportedly focusing on Polymarket’s potential facilitation of U.S. bets. Polymarket calls itself a transparent prediction market designed to help people understand major events, including elections.Prominent tech figures, including Coinbase CEO Brian Armstrong and Elon Musk, criticized the raid. Armstrong claimed the incident would strengthen Polymarket, while Musk commented, -This seems messed up.- Coplan, a known Trump supporter, has been photographed with Donald Trump Jr. and has reportedly been in touch with the president-elect’s team as votes were being tallied.Follow me on X | Subscribe to this channel @tabzlive ☑️	https://t.me/PoliticsGR/3334	2024-11-14T05:14:27-08:00
🔁🎬🖼 🇮🇱❌🇸🇾💥 Israeli warplanes targeted the Syrian capital ...	Forwarded From TabZ - Alternative Media🇮🇱❌🇸🇾💥 Israeli warplanes targeted the Syrian capital of Damascus!According to Israeli sources, at least four members of the Palestinian Islamic Jihad and IRGC were killed in the Israeli airstrikes on a headquarters building in Damascus, Syria.Follow me on X | Subscribe to this channel @tabzlive ☑️	https://t.me/PoliticsGR/3330	2024-11-14T05:10:10-08:00
