Title	Description	Link	pubDate	Image
Criticism of Bayrou after his statements about 'dumping' migrants...	انتقادات لبايرو بعد تصريحات له عن 'إغراق' المهاجرين لفرنسا	https://www.al-ayyam.ps/ar/Article/410507	2025-01-28T23:09:40-08:00	
Today... plans were discussed to build 682 settlement units in th...	اليوم.. بحث مخططات لبناء 682 وحدة استيطانية في الضفة	https://www.al-ayyam.ps/ar/Article/410512	2025-01-28T23:09:38-08:00	
The Trump administration has suspended dozens of Agency for Inter...	إدارة ترامب توقف عن العمل عشرات من موظفي وكالة التنمية الدولية	https://www.al-ayyam.ps/ar/Article/410509	2025-01-28T23:09:38-08:00	
A Russian delegation visits Syria for the first time since the fa...	وفد روسي يزور سورية لأول مرة منذ سقوط الأسد	https://www.al-ayyam.ps/ar/Article/410519	2025-01-28T23:09:37-08:00	
Jordan launches an air bridge to transport tons of aid into the S...	الأردن يطلق جسراً جوياً لنقل أطنان من المساعدات إلى داخل القطاع	https://www.al-ayyam.ps/ar/Article/410515	2025-01-28T23:09:37-08:00	
Sources: Seven Hezbollah fighters are prisoners of war with Israe...	مصادر: سبعة مقاتلين من حزب الله أسرى لدى إسرائيل	https://www.al-ayyam.ps/ar/Article/410475	2025-01-28T00:09:40-08:00	
Two Israeli soldiers were accused of carrying out missions under ...	اتهام جنديين إسرائيليين بتنفيذ مهمات بتوجيه إيراني	https://www.al-ayyam.ps/ar/Article/410477	2025-01-28T00:09:37-08:00	
Berlin: Palestinian residents must not be expelled	برلين: يتعين عدم طرد السكان الفلسطينيين	https://www.al-ayyam.ps/ar/Article/410476	2025-01-28T00:09:37-08:00	
Syrians return with the distress of searching for missing loved o...	سوريون يعودون بغصّة البحث عن أحباء مفقودين بعد سقوط الأسد	https://www.al-ayyam.ps/ar/Article/410460	2025-01-27T23:09:35-08:00	
The Sudanese Army Chief of Staff praises the gains: We have reach...	رئيس أركان الجيش السوداني يشيد بالمكاسب: وصلنا إلى 'نقاط فاصلة'	https://www.al-ayyam.ps/ar/Article/410467	2025-01-27T23:09:34-08:00	
An American teacher who described a Palestinian student as a terr...	إيقاف معلم أميركي وصف طالباً فلسطينياً بالإرهابي	https://www.al-ayyam.ps/ar/Article/410428	2025-01-27T00:09:34-08:00	
Latvia deploys a warship in the Baltic Sea after an underwater ca...	لاتفيا تنشر سفينة حربية في بحر البلطيق بعد تضرر كابل تحت الماء يصلها بالسويد	https://www.al-ayyam.ps/ar/Article/410427	2025-01-27T00:09:34-08:00	
Analysts: Trump's proposal is a 'dangerous threat to Jordan' and ...	محللون: مقترح ترامب 'تهديد خطير للأردن' ومحاولة لـ'تصفية القضية الفلسطينية'	https://www.al-ayyam.ps/ar/Article/410430	2025-01-27T00:09:33-08:00	
Netanyahu thanks Trump for supplying Israel with weapons	نتنياهو يشكر ترامب على تزويد إسرائيل بـالأسلحة	https://www.al-ayyam.ps/ar/Article/410429	2025-01-27T00:09:33-08:00	
Israel TV: The deal agreement will see the light Thursday or Frid...	تلفزيون إسرائيل: اتفاق الصفقة سيبصر النور الخميس أو الجمعة	https://www.al-ayyam.ps/ar/Article/409896	2025-01-26T23:09:34-08:00	
Israeli army officers recommend establishing a permanent security...	ضباط بالجيش الإسرائيلي يوصون بإنشاء منطقة أمنية عازلة دائمة في بيت حانون	https://www.al-ayyam.ps/ar/Article/409891	2025-01-26T23:09:34-08:00	
Trump proposes to 'cleanse' the Gaza Strip by displacing 1.5 mill...	ترامب يقترح 'تطهير' قطاع غزة بتهجير 1.5 مليون مواطن إلى مصر والأردن	https://www.al-ayyam.ps/ar/Article/410426	2025-01-26T23:09:33-08:00	
31 martyrs... violent raids across the Gaza Strip and new evacuat...	31 شهيداً.. غارات عنيفة على أنحاء القطاع وأوامر إخلاء جديدة في مخيم النصيرات	https://www.al-ayyam.ps/ar/Article/409897	2025-01-26T23:09:33-08:00	
Germany: Musk made a video intervention during an election rally ...	ألمانيا: مداخلة لماسك عبر الفيديو خلال تجمّع انتخابي لحزب البديل اليميني المتطرف	https://www.al-ayyam.ps/ar/Article/410393	2025-01-26T03:09:34-08:00	
American sources reveal the features of the potential multi-stage...	مصادر أميركية تكشف ملامح الصفقة المحتملة متعددة المراحل بين 'حماس' وإسرائيل بشأن غزة	https://www.al-ayyam.ps/ar/Article/409873	2025-01-26T00:09:34-08:00	
The Senate approves Trump's nominee for the Department of Defense	مجلس الشيوخ يصادق على مرشح ترامب لوزارة الدفاع	https://www.al-ayyam.ps/ar/Article/410383	2025-01-25T23:09:36-08:00	
Sudan: 68 killed in a drone attack on a hospital in Darfur	السودان: 68 قتيلاً في هجوم بمسيّرة على مستشفى في دارفور	https://www.al-ayyam.ps/ar/Article/410382	2025-01-25T23:09:36-08:00	
Pope: The Church is ready to unify the date of Easter	البابا: الكنيسة مستعدة لتوحيد تاريخ عيد الفصح	https://www.al-ayyam.ps/ar/Article/410385	2025-01-25T23:09:35-08:00	
Israel is violating the agreement and will not withdraw from Leba...	إسرائيل تخرق الاتفاق ولن تنسحب غداً من لبنان مع انقضاء المهلة	https://www.al-ayyam.ps/ar/Article/410352	2025-01-25T00:09:35-08:00	
Doctors Without Borders announces the killing of its ninth employ...	أطباء بلا حدود' تعلن مقتل موظفها التاسع في غزة مع 10 من أفراد عائلته	https://www.al-ayyam.ps/ar/Article/410353	2025-01-25T00:09:33-08:00	
Two American lawmakers: The UAE provided weapons for rapid suppor...	مشرعان أميركيان: الإمارات قدمت أسلحة للدعم السريع بالسودان وأبوظبي تنفي	https://www.al-ayyam.ps/ar/Article/410349	2025-01-24T23:09:34-08:00	
Al-Farhan confirms from Damascus Saudi Arabia’s support for the n...	الفرحان يؤكد من دمشق دعم السعودية للإدارة الجديدة	https://www.al-ayyam.ps/ar/Article/410351	2025-01-24T23:09:33-08:00	
Putin praises Trump's 'pragmatism' and intelligence and is ready ...	بوتين يشيد بـ'براغماتية' ترامب وذكائه ومستعد لمفاوضات معه حول أوكرانيا	https://www.al-ayyam.ps/ar/Article/410350	2025-01-24T23:09:33-08:00	
UNRWA: We will not stop our operations when the Israeli embargo l...	الأونروا': لن نوقف عملياتنا مع دخول قانون الحظر الإسرائيلي حيز التنفيذ	https://www.al-ayyam.ps/ar/Article/409820	2025-01-24T02:09:39-08:00	
Macron and Schulz promise a 'strong and united' Europe in the fac...	ماكرون وشولتس يعدان بأوروبا 'قوية وموحدة' في مواجهة ترامب	https://www.al-ayyam.ps/ar/Article/410277	2025-01-23T00:09:36-08:00	
Analysts: The plan to abolish birthright citizenship constitutes ...	محللون: خطة إلغاء حق الجنسية بالولادة تشكل تحدياً للهوية الأميركية	https://www.al-ayyam.ps/ar/Article/410278	2025-01-23T00:09:35-08:00	
Dermer: Israel did not pledge to establish a Palestinian state in...	ديرمر: إسرائيل لم تتعهد بقيام دولة فلسطينية مقابل التطبيع مع السعودية	https://www.al-ayyam.ps/ar/Article/410284	2025-01-23T00:09:34-08:00	
Trump launches a campaign of revenge against his opponents and at...	ترامب يطلق حملة الانتقام من معارضيه ويهاجم 'أسقف' دعته للتحلي بالرحمة	https://www.al-ayyam.ps/ar/Article/410281	2025-01-23T00:09:34-08:00	
Türkiye: Anger after 76 people were killed in a hotel fire	تركيا: غضب بعد مقتل 76 شخصاً في حريق بفندق	https://www.al-ayyam.ps/ar/Article/410275	2025-01-22T23:09:35-08:00	
Witkopf: I will go to Gaza to ensure adherence to the ceasefire	ويتكوف: سأذهب إلى غزة لضمان الالتزام بوقف النار	https://www.al-ayyam.ps/ar/Article/410274	2025-01-22T23:09:35-08:00	
Sector: 3 martyrs and 70 bodies recovered on the fourth day of th...	القطاع: 3 شهداء وانتشال 70 جثماناً في اليوم الرابع من التهدئة	https://www.al-ayyam.ps/ar/Article/410276	2025-01-22T23:09:33-08:00	
